128 5735.106 5709.471 1477.065 432.417 3082.41 340.565 389.003 340.565
256 5872.583 5754.147 1831.215 659.141 6389.448 426.713 416.724 416.724
512 7193.299 7338.729 2605.968 1023.137 13415.29 1153.965 1083.24 1023.137
