2B 104.343 1073.695 1153.931 166.089 133.785
4B 98.287 1007.112 1117.299 157.43 92.062
8B 96.051 1057.284 1154.975 156.486 102.25
16B 102.826 969.168 1072.615 172.711 102.839
32B 160.696 1106.248 1213.173 182.414 141.724
64B 179.059 1195.538 1346.115 217.499 178.085
