1B 527.044 324.055 494.796 6788.386 1227.178 386.314 80.075 277.957
128B 1536.877 383.702 3153.216 5700.83 1458.111 422.493 256.514 351.429
256B 1891.421 545.853 6513.892 5728.334 1811.449 634.563 390.233 450.377
512B 2745.465 871.979 13510.4 7209.283 2589.449 1030.884 1037.635 1075.251
1KB 4201.744 1559.402 27532.174 7429.497 3892.733 1551.886 1393.714 1440.862
