1B 10.128 73.942 23.812 9.365 11.696
2B 8.973 74.108 21.932 9.466 9.688
512B 30.648 96.301 45.211 39.292 47.578
1KB 56.262 117.504 66.476 216.312 51.382
2KB 106.912 161.095 100.836 386.198 58.185
