1B 41.48 13.859 13.816 86.434 26.955 13.936 25.02 15.194
2B 40.68 12.794 13.85 86.58 25.362 13.432 23.848 13.047
4B 41.526 12.905 14.976 86.745 25.358 13.449 23.809 12.53
64B 46.254 16.461 25.074 85.119 30.198 21.133 31.968 18.919
128B 52.194 20.1 36.097 93.306 33.99 25.415 35.899 21.432
256B 60.995 25.931 64.444 95.598 39.449 35.419 46.559 25.615
