1B 42.413 47.474 114.632 19.395 14.971 266.852 71.426 26.647 13.983 13.919
2B 41.124 47.782 113.35 18.109 15.201 266.543 70.854 25.089 14.068 13.943000000000001
4B 42.09 47.89299999999999 113.907 18.22 15.506 267.135 71.411 25.07100000000001 14.018 15.005
64B 46.76799999999999 56.93000000000001 116.127 21.617 26.129 274.359 72.275 29.931 21.581 24.912
128B 52.51700000000001 70.05799999999999 124.442 25.23 38.16 282.661 79.40299999999999 33.642 26.013 35.926
512B 78.23999999999998 118.938 151.345 40.097 87.773 240.549 100.825 49.67299999999999 48.621 129.375
