64B 46.73800000000001 45.775 56.93000000000001 116.127
128B 52.57099999999999 51.21600000000001 70.05799999999999 124.442
256B 61.28099999999999 59.024 88.91 136.137
512B 78.337 74.41199999999999 118.938 151.345
1KB 120.164 113.544 186.351 181.661
2KB 214.515 190.909 325.446 243.094
