1B 125.15 18.077 14.971 266.852
2B 125.188 17.061 15.201 266.543
4B 126.456 17.01 15.506 267.135
8B 129.648 17.392 16.803 269.91
16B 124.778 18.147 18.142 266.657
32B 19.624 18.869 20.839 282.574
