1B 42.065 47.886 116.34 18.698 15.237 267.021 72.609 29.573 15.358 14.821000000000002
32B 43.44 52.158 115.491 18.964 20.968 283.434 73.032 29.959 20.789 15.708999999999998
512B 74.424 119.294 152.461 36.712 87.87199999999999 240.598 100.973 53.306 50.83300000000001 34.510000000000005
1KB 114.664 188.064 182.238 60.40600000000001 152.705 253.49 121.279 76.564 77.596 58.892999999999994
2KB 192.217 325.551 243.707 107.013 263.06 335.539 162.028 121.81 113.601 106.141
