1B 9.325 11.493 80.211 76.604 25.574000000000005
512B 27.405 70.13000000000001 101.681 95.862 48.576
1KB 50.411 119.13 117.133 115.43400000000001 71.02000000000001
2KB 95.415 200.754 146.739 154.075 114.04
