1B 10.637 11.074 78.901 100.582 26.075 9.466
128B 15.911 30.731 84.209 86.263 31.17 19.535
512B 30.703 69.968 101.402 103.396 45.081 38.343
1KB 56.578 118.876 132.243 118.137 66.043 150.37
2KB 108.427 200.55 147.345 154.654 100.736 254.54
