32KB 3192.19 4462.024
64KB 5023.81 4998.5963
128KB 7040.68 5251.998
256KB 8789.42 5394.8237
512KB 9903.66 5362.8867
1MB 10614.41 5439.0847
2MB 11016.7 5494.2298
4MB 11235.13 5518.5333
