512KB 31.997302 119.036222 31.992219000000002 31.459077 34.270742 26.043491999999997
1MB 66.162508 232.397389 66.198492 63.618272 67.13789299999999 51.543964
2MB 136.604313 467.202134 136.67068799999998 128.943438 133.040514 104.21851099999999
