0 0 1323.6150608576954
0 1 105.63075873051986
0 2 70.29916960527812
0 3 2935.513593447844
0 4 712.4900466386077
0 5 203.1168240245706
0 6 236.40086452053234

1 0 1408.4709001084473
1 1 105.57898541993018
1 2 83.16664658392583
1 3 3111.7484034221
1 4 753.7655139173396
1 5 202.3135317508134
1 6 229.60597662368966

2 0 1254.0636042402825
2 1 82.13941535496303
2 2 66.03490737766353
2 3 2760.4240282685505
2 4 664.6536031695042
2 5 168.45486668808223
2 6 195.07441910268759

3 0 1148.2957827845178
3 1 67.45619102638167
3 2 61.78509532062394
3 3 2498.786828422877
3 4 589.4954746774504
3 5 144.1844791064895
3 6 167.78355478528783

4 0 980.422547406702
4 1 57.130487488094204
4 2 57.08719369642393
4 3 2208.9185210840765
4 4 526.5997056022167
4 5 126.78153952723177
4 6 146.28106329552344

5 0 88.42054728756601
5 1 81.17138742198753
5 2 100.0864138262122
5 3 2613.1445031204994
5 4 589.9279884781565
5 5 165.41526644263087
5 6 187.6524243879021

6 0 74.36043669545381
6 1 68.22551735375592
6 2 112.88088642659282
6 3 2135.285970343816
6 4 488.8463418608441
6 5 143.8569333550595
6 6 162.82385530389442

7 0 60.24529634624027
7 1 52.96346240287678
7 2 145.0394914274706
7 3 1715.0709561420408
7 4 409.8760675528157
7 5 116.02774031978421
7 6 133.3269119630129

8 0 41.88391653887263
8 1 32.78498071471724
8 2 170.39825270691017
8 3 1236.9626841395977
8 4 311.5897578883777
8 5 86.57465495608531
8 6 99.15423579162601

9 0 31.132963359620987
9 1 19.8000843799695
9 2 184.85704085937752
9 3 680.6737416025704
9 4 227.21578554506215
9 5 61.20793171713237
9 6 72.99840976211338

10 0 18.65381900324722
10 1 7.166807849781178
10 2 169.9050543554991
10 3 346.800437667655
10 4 113.51651842439645
10 5 26.459480446138656
10 6 35.119299731752065

11 0 35.06673013199569
11 1 -1.761162880105443
11 2 140.36211852150197
11 3 206.38924994965495
11 4 47.369240063709434
11 5 -1.1716676125441545
11 6 11.500649909378826

12 0 107.24953562557081
12 1 412.4650891907752
12 2 120.33320244077846
12 3 103.42732595334635
12 4 11.43353820224224
12 5 -16.203027588915027
12 6 12.443911069539245

13 0 71.53827555913026
13 1 371.4585622398245
13 2 155.311947183343
13 3 70.27243762372919
13 4 7.4810830478734625
13 5 3.6397628229526306
13 6 98.72099620104996

14 0 54.97388049628632
14 1 207.64525187538726
14 2 136.30601599250662
14 3 44.11286287464584
14 4 -42.30342570113963
14 5 -31.060205126466613
14 6 150.13519613327128

15 0 43.04024286608819
15 1 250.80875493591302
15 2 198.79549346350933
15 3 44.55564003935951
15 4 -12.990835814601352
15 5 -21.750843418143717
15 6 231.3594207250841

16 0 10.848932237455212
16 1 270.61029268681943
16 2 248.13809445812507
16 3 10.66007945163163
16 4 -14.672419513574575
16 5 -7.427392940256333
16 6 275.84858925055727

17 0 8.361678283501371
17 1 204.34576851050247
17 2 259.3519837473009
17 3 8.235239153513547
17 4 -9.099763592147186
17 5 -2.1792874373007156
17 6 280.6165718857383

18 0 13.18654350508274
18 1 183.31426803147667
18 2 290.6720910320837
18 3 12.252848206284712
18 4 -0.33484977747597094
18 5 3.800938232658509
18 6 294.60910093660556

19 0 11.63728036086583
19 1 198.223135750005
19 2 281.6206954377875
19 3 10.993313334941721
19 4 -0.6653876543736126
19 5 2.9716933331071185
19 6 255.41399778317214

20 0 9.290749053132625
20 1 225.50204274447384
20 2 262.58729212729105
20 3 8.961533154595246
20 4 -2.6594280199377014
20 5 -0.43497097503931925
20 6 211.6718766843042

21 0 10.04750727153208
21 1 214.6541437883128
21 2 252.01089566069166
21 3 9.539214003100595
21 4 -3.552816560752142
21 5 -3.014818644839703
21 6 199.11899570804948

